Team,Player,Level,Pos,Yrs,Cost,Note,Options
Detroit Nittany Tide,Yainer Diaz,MLB,C,2,$2.00,,
Detroit Nittany Tide,Daulton Varsho,MLB,OF,2,$2.00,,
Detroit Nittany Tide,Tyler Mahle,MLB,SP,1,$1.85,,
Detroit Nittany Tide,Spencer Torkelson,MLB,1B,7,$1.50,,
Detroit Nittany Tide,Brendan Rodgers,MLB,2B,2,$1.00,@,
Detroit Nittany Tide,Josh Lowe,MLB,OF,2,$1.00,@,
Detroit Nittany Tide,Mickey Moniak,MLB,OF,2,$1.00,@,
Detroit Nittany Tide,Ian Anderson,MLB,SP,1,60%,²,
Detroit Nittany Tide,Chase Silseth,MLB,SP,2,$1.00,@,
Detroit Nittany Tide,Paul Skenes,MLB,SP,2,$1.00,@,
Detroit Nittany Tide,Hunter Greene,MLB,SP,1,$1.00,@,
Detroit Nittany Tide,MacKenzie Gore,MLB,SP,1,$1.00,@,
Detroit Nittany Tide,Nick Lodolo,MLB,SP,1,$1.00,@,
Detroit Nittany Tide,Austin Martin,AAA,3B,2,$1.00,@,
Detroit Nittany Tide,Travis Bazzana,AA,2B,U,$-,,3
Detroit Nittany Tide,Addison Barger,AA,3B,U,$-,,3
Detroit Nittany Tide,Cam Collier,AA,3B,U,$-,,3
Detroit Nittany Tide,Yohandy Morales,AA,3B,U,$-,,3
Detroit Nittany Tide,Cristhian Vaquero,AA,OF,U,$-,,3
Detroit Nittany Tide,Enrique Bradfield Jr.,AA,OF,U,$-,,3
Detroit Nittany Tide,Heston Kjerstad,AA,OF,U,$-,,3
Detroit Nittany Tide,Jordyn Adams,AA,OF,U,$-,,3
Detroit Nittany Tide,Kevin Alcantara,AA,OF,U,$-,,3
Detroit Nittany Tide,Max Clark,AA,OF,U,$-,,3
Detroit Nittany Tide,Travis Honeyman,AA,OF,U,$-,,3
Detroit Nittany Tide,Walker Jenkins,AA,OF,U,$-,,3
Detroit Nittany Tide,Brody Brecht,AA,SP,U,$-,,3
Detroit Nittany Tide,Jackson Jobe,AA,SP,U,$-,,3
Detroit Nittany Tide,Ty France,AAA,1B,0,AAA opt,,
Detroit Nittany Tide,Tyler Stephenson,AAA,C,0,AAA opt,,
Detroit Nittany Tide,James McArthur,AAA,RP,0,AAA opt,,
Detroit Nittany Tide,Jameson Taillon,AAA,SP,0,AAA opt,,
Detroit Nittany Tide,Colin Rea,AAA,RP,0,AAA opt,,
Dip City Thunder,Julio Rodriguez,MLB,OF,1,40%,¹,
Dip City Thunder,Jeremy Pena,MLB,SS,1,40%,¹,
Dip City Thunder,Royce Lewis,MLB,3B,2,$1.00,@,
Dip City Thunder,Mason Miller,MLB,RP,2,$1.00,,
Dip City Thunder,Spencer Steer,MLB,1B,1,$1.00,@,
Dip City Thunder,Hayden Wesneski ©,Cut,SP,1,$1.50,,
Dip City Thunder,Alec Bohm,MLB,3B,1,60%,²,
Dip City Thunder,Triston Casas,MLB,1B,2,$1.00,@,
Dip City Thunder,Jarren Duran,MLB,OF,1,$1.00,@,
Dip City Thunder,Louie Varland,MLB,SP,2,$1.00,,
Dip City Thunder,Michael Busch,AA,1B,U,$-,,2
Dip City Thunder,Bryan Ramos,AA,3B,U,$-,,3
Dip City Thunder,Ethan Holliday,AA,3B,U,$-,,3
Dip City Thunder,Emmanuel Rodriguez,AA,OF,U,$-,,3
Dip City Thunder,Lazaro Montes,AA,OF,U,$-,,3
Dip City Thunder,Yanquiel Fernandez,AA,OF,U,$-,,3
Dip City Thunder,Parker Meadows,AA,OF,U,$-,,2
Dip City Thunder,Esteury Ruiz,AA,OF,U,$-,,1
Dip City Thunder,Hyun-Seok Jang,AA,SP,U,$-,,3
Dip City Thunder,Tylor Megill,AA,SP,1,40%,¹,
Dip City Thunder,Orelvis Martinez,AA,SS,U,$-,,3
Dip City Thunder,Luis Severino,AAA,SP,0,AAA opt,,
Dip City Thunder,Ezequiel Duran,AAA,3B,0,AAA opt,,
Dip City Thunder,Ryan Jeffers,AAA,C,0,AAA opt,,
Dip City Thunder,Miles Mikolas,AAA,SP,0,AAA opt,,
Dip City Thunder,Brandon Drury,AAA,1B,0,AAA opt,,
FA,Bryce Harper,MLB,1B,1,$1.00,,
FA,Christian Walker,MLB,1B,1,$1.00,,
FA,Connor Joe,MLB,1B,1,$1.00,,
FA,Freddie Freeman,MLB,1B,1,$1.00,,
FA,Josh Naylor,MLB,1B,1,$1.00,,
FA,Matt Olson,MLB,1B,1,$1.00,,
FA,Paul Goldschmidt,MLB,1B,1,$1.00,,
FA,Ryan Noda,MLB,1B,1,$1.00,,
FA,Yandy Diaz,MLB,1B,1,$1.00,,
FA,Juan Yepez,MLB,1B,1,$1.00,,
FA,Abraham Toro,MLB,2B,1,$1.00,,
FA,Franklin Barreto ©,MLB,2B,1,$1.00,,
FA,Jake Cronenworth,MLB,2B,1,$1.00,,
FA,Joey Ortiz,MLB,2B,1,$1.00,,
FA,Jorge Polanco,MLB,2B,1,$1.00,,
FA,Jose Altuve,MLB,2B,1,$1.00,,
FA,Ketel Marte,MLB,2B,1,$1.00,,
FA,Luis Rengifo,MLB,2B,1,$1.00,,
FA,Marcus Semien,MLB,2B,1,$1.00,,
FA,Mookie Betts,MLB,2B,1,$1.00,,
FA,Ramon Urias,MLB,2B,1,$1.00,,
FA,Tommy Edman,MLB,2B,1,$1.00,,
FA,Willi Castro,MLB,2B,1,$1.00,,
FA,Xavier Edwards,MLB,2B,1,$1.00,,
FA,Kahlil Watson,MLB,2B,1,$1.00,,
FA,Gleyber Torres,MLB,2B,1,$1.00,,
FA,Ozzie Albies,MLB,2B,1,$1.00,,
FA,Adalberto Mondesi,MLB,3B,1,$1.00,,
FA,Anthony Rendon,MLB,3B,1,$1.00,,
FA,Isaac Paredes,MLB,3B,1,$1.00,,
FA,Jeimer Candelario,MLB,3B,1,$1.00,,
FA,Jake Burger,MLB,3B,1,$1.00,,
FA,Jose Ramirez,MLB,3B,1,$1.00,,
FA,Mark Vientos,MLB,3B,1,$1.00,,
FA,Max Muncy,MLB,3B,1,$1.00,,
FA,Tyler Freeman,MLB,3B,1,$1.00,,
FA,Yoan Moncada,MLB,3B,1,$1.00,,
FA,Ben Rice,MLB,C,1,$1.00,,
FA,Cal Raleigh,MLB,C,1,$1.00,,
FA,Connor Wong,MLB,C,1,$1.00,,
FA,Jonah Heim,MLB,C,1,$1.00,,
FA,J.T. Realmuto,MLB,C,1,$1.00,,
FA,Mitch Garver,MLB,C,1,$1.00,,
FA,Patrick Bailey,MLB,C,1,$1.00,,
FA,Salvador Perez,MLB,C,1,$1.00,,
FA,Will Smith,MLB,C,1,$1.00,,
FA,William Contreras,MLB,C,1,$1.00,,
FA,Willson Contreras,MLB,C,1,$1.00,,
FA,Kevin Parada,MLB,C,1,$1.00,,
FA,Joey Meneses,MLB,DH,1,$1.00,,
FA,Marcell Ozuna,MLB,DH,1,$1.00,,
FA,Shohei Ohtani,MLB,DH,1,$1.00,,
FA,Aaron Judge,MLB,OF,1,$1.00,,
FA,Anthony Santander,MLB,OF,1,$1.00,,
FA,Austin Meadows,MLB,OF,1,$1.00,,
FA,Brandon Nimmo,MLB,OF,1,$1.00,,
FA,Brendan Donovan,MLB,OF,1,$1.00,,
FA,Brenton Doyle,MLB,OF,1,$1.00,,
FA,Bryan Reynolds,MLB,OF,1,$1.00,,
FA,Chas McCormick,MLB,OF,1,$1.00,,
FA,Christian Yelich,MLB,OF,1,$1.00,,
FA,Christopher Morel,MLB,OF,1,$1.00,,
FA,David Fry,MLB,OF,1,$1.00,,
FA,George Springer,MLB,OF,1,$1.00,,
FA,Jesus Sanchez,MLB,OF,1,$1.00,,
FA,Jorge Soler,MLB,OF,1,$1.00,,
FA,Jurickson Profar,MLB,OF,1,$1.00,,
FA,Kyle Schwarber,MLB,OF,1,$1.00,,
FA,Lane Thomas,MLB,OF,1,$1.00,,
FA,Lourdes Gurriel Jr.,MLB,OF,1,$1.00,,
FA,Mark Canha,MLB,OF,1,$1.00,,
FA,Masataka Yoshida,MLB,OF,1,$1.00,,
FA,Max Kepler,MLB,OF,1,$1.00,,
FA,Michael Conforto,MLB,OF,1,$1.00,,
FA,Giancarlo Stanton,MLB,OF,1,$1.00,,
FA,Mike Trout,MLB,OF,1,$1.00,,
FA,Nelson Velazquez,MLB,OF,1,$1.00,,
FA,Otto Lopez,MLB,OF,1,$1.00,,
FA,Randy Arozarena,MLB,OF,1,$1.00,,
FA,Ronald Acuna,MLB,OF,1,$1.00,,
FA,Steven Kwan,MLB,OF,1,$1.00,,
FA,Taylor Ward,MLB,OF,1,$1.00,,
FA,Teoscar Hernandez,MLB,OF,1,$1.00,,
FA,TJ Friedl,MLB,OF,1,$1.00,,
FA,Victor Robles,MLB,OF,1,$1.00,,
FA,George Valera,MLB,OF,1,$1.00,,
FA,Kristian Robinson,MLB,OF,1,$1.00,,
FA,Juan Soto,MLB,OF,1,$1.00,,
FA,Garrett Mitchell,MLB,OF,1,$1.00,,
FA,A.J. Puk,MLB,RP,1,$1.00,,
FA,Abner Uribe,MLB,RP,1,$1.00,,
FA,Adbert Alzolay,MLB,RP,1,$1.00,,
FA,Alex Lange,MLB,RP,1,$1.00,,
FA,Alexis Diaz,MLB,RP,1,$1.00,,
FA,Bowden Francis,MLB,RP,1,$1.00,,
FA,Calvin Faucher,MLB,RP,1,$1.00,,
FA,Camilo Doval,MLB,RP,1,$1.00,,
FA,Carlos Estevez,MLB,RP,1,$1.00,,
FA,Chad Green,MLB,RP,1,$1.00,,
FA,Chris Devenski,MLB,RP,1,$1.00,,
FA,Clay Holmes,MLB,RP,1,$1.00,,
FA,Craig Kimbrel,MLB,RP,1,$1.00,,
FA,David Bednar,MLB,RP,1,$1.00,,
FA,David Robertson,MLB,RP,1,$1.00,,
FA,Emmanuel Clase,MLB,RP,1,$1.00,,
FA,Evan Phillips,MLB,RP,1,$1.00,,
FA,Griffin Jax,MLB,RP,1,$1.00,,
FA,Hector Neris,MLB,RP,1,$1.00,,
FA,Hunter Harvey,MLB,RP,1,$1.00,,
FA,Jason Foley,MLB,RP,1,$1.00,,
FA,Jeff Hoffman,MLB,RP,1,$1.00,,
FA,Jhoan Duran,MLB,RP,1,$1.00,,
FA,Joel Payamps,MLB,RP,1,$1.00,,
FA,Jonathan Loaisiga,MLB,RP,1,$1.00,,
FA,Jordan Romano,MLB,RP,1,$1.00,,
FA,Jose Alvarado,MLB,RP,1,$1.00,,
FA,Jose Leclerc,MLB,RP,1,$1.00,,
FA,Josh Hader,MLB,RP,1,$1.00,,
FA,Kenley Jansen,MLB,RP,1,$1.00,,
FA,Kevin Ginkel,MLB,RP,1,$1.00,,
FA,Kirby Yates,MLB,RP,1,$1.00,,
FA,Kyle Finnegan,MLB,RP,1,$1.00,,
FA,Paul Sewald,MLB,RP,1,$1.00,,
FA,Pete Fairbanks,MLB,RP,1,$1.00,,
FA,Raisel Iglesias,MLB,RP,1,$1.00,,
FA,Reed Garrett,MLB,RP,1,$1.00,,
FA,Robert Stephenson,MLB,RP,1,$1.00,,
FA,Robert Suarez,MLB,RP,1,$1.00,,
FA,Ryan Helsley,MLB,RP,1,$1.00,,
FA,Ryan Walker,MLB,RP,1,$1.00,,
FA,Seranthony Dominguez,MLB,RP,1,$1.00,,
FA,Tanner Scott,MLB,RP,1,$1.00,,
FA,Trevor Megill,MLB,RP,1,$1.00,,
FA,Will Smith (RP),MLB,RP,1,$1.00,,
FA,Yimi Garcia,MLB,RP,1,$1.00,,
FA,Aaron Civale,MLB,SP,1,$1.00,,
FA,Aaron Nola,MLB,SP,1,$1.00,,
FA,Adrian Houser,MLB,SP,1,$1.00,,
FA,Alek Manoah,MLB,SP,1,$1.00,,
FA,Andrew Abbott,MLB,SP,1,$1.00,,
FA,Andrew Heaney,MLB,SP,1,$1.00,,
FA,Bailey Ober,MLB,SP,1,$1.00,,
FA,Blake Snell,MLB,SP,1,$1.00,,
FA,Bryan Woo,MLB,SP,1,$1.00,,
FA,Bryce Elder,MLB,SP,1,$1.00,,
FA,Cal Quantrill,MLB,SP,1,$1.00,,
FA,Charlie Morton,MLB,SP,1,$1.00,,
FA,Chris Bassitt,MLB,SP,1,$1.00,,
FA,Chris Sale,MLB,SP,1,$1.00,,
FA,Clayton Kershaw,MLB,SP,1,$1.00,,
FA,Cristian Javier,MLB,SP,1,$1.00,,
FA,Dakota Hudson,MLB,SP,1,$1.00,,
FA,Dane Dunning,MLB,SP,1,$1.00,,
FA,Dean Kremer,MLB,SP,1,$1.00,,
FA,Drew Rasmussen,MLB,SP,1,$1.00,,
FA,Eduardo Rodriguez,MLB,SP,1,$1.00,,
FA,Erick Fedde,MLB,SP,1,$1.00,,
FA,Framber Valdez,MLB,SP,1,$1.00,,
FA,Huascar Ynoa ©,MLB,SP,1,$1.00,,
FA,Javier Assad,MLB,SP,1,$1.00,,
FA,Jeffrey Springs,MLB,SP,1,$1.00,,
FA,Jeffrey Springs2,MLB,SP,1,$1.00,,
FA,Joe Ryan,MLB,SP,1,$1.00,,
FA,John Means,MLB,SP,1,$1.00,,
FA,Jon Gray,MLB,SP,1,$1.00,,
FA,Jose Berrios,MLB,SP,1,$1.00,,
FA,Jose Urquidy,MLB,SP,1,$1.00,,
FA,JP Sears,MLB,SP,1,$1.00,,
FA,Julio Urias,MLB,SP,1,$1.00,,
FA,Justin Steele,MLB,SP,1,$1.00,,
FA,Justin Verlander,MLB,SP,1,$1.00,,
FA,Keaton Winn,MLB,SP,1,$1.00,,
FA,Kenta Maeda,MLB,SP,1,$1.00,,
FA,Kevin Gausman,MLB,SP,1,$1.00,,
FA,Kodai Senga,MLB,SP,1,$1.00,,
FA,Kutter Crawford,MLB,SP,1,$1.00,,
FA,Kyle Bradish,MLB,SP,1,$1.00,,
FA,Kyle Gibson,MLB,SP,1,$1.00,,
FA,Kyle Hendricks,MLB,SP,1,$1.00,,
FA,Kyle Wright,MLB,SP,1,$1.00,,
FA,Lance Lynn,MLB,SP,1,$1.00,,
FA,Logan Webb,MLB,SP,1,$1.00,,
FA,Luis Castillo,MLB,SP,1,$1.00,,
FA,Luis Gil,MLB,SP,1,$1.00,,
FA,Marcus Stroman,MLB,SP,1,$1.00,,
FA,Martin Perez,MLB,SP,1,$1.00,,
FA,Matt Waldron,MLB,SP,1,$1.00,,
FA,Matthew Boyd,MLB,SP,1,$1.00,,
FA,Merrill Kelly,MLB,SP,1,$1.00,,
FA,Michael Wacha,MLB,SP,1,$1.00,,
FA,Mitchell Parker,MLB,SP,1,$1.00,,
FA,Nathan Eovaldi,MLB,SP,1,$1.00,,
FA,Nick Pivetta,MLB,SP,1,$1.00,,
FA,Noah Syndergaard,MLB,SP,1,$1.00,,
FA,Pablo Lopez,MLB,SP,1,$1.00,,
FA,Patrick Corbin,MLB,SP,1,$1.00,,
FA,Ranger Suarez,MLB,SP,1,$1.00,,
FA,Reynaldo Lopez,MLB,SP,1,$1.00,,
FA,Robbie Ray,MLB,SP,1,$1.00,,
FA,Ronel Blanco,MLB,SP,1,$1.00,,
FA,Sean Manaea,MLB,SP,1,$1.00,,
FA,Seth Lugo,MLB,SP,1,$1.00,,
FA,Shane Bieber,MLB,SP,1,$1.00,,
FA,Sonny Gray,MLB,SP,1,$1.00,,
FA,Spencer Arrighetti,MLB,SP,1,$1.00,,
FA,Spencer Strider,MLB,SP,1,$1.00,,
FA,Tyler Glasnow,MLB,SP,1,$1.00,,
FA,Tyler Wells,MLB,SP,1,$1.00,,
FA,Yu Darvish,MLB,SP,1,$1.00,,
FA,Zac Gallen,MLB,SP,1,$1.00,,
FA,Zach Eflin,MLB,SP,1,$1.00,,
FA,Zack Littell,MLB,SP,1,$1.00,,
FA,Zack Wheeler,MLB,SP,1,$1.00,,
FA,Brent Honeywell,MLB,SP,1,$1.00,,
FA,Drey Jameson,MLB,SP,1,$1.00,,
FA,Emmet Sheehan,MLB,SP,1,$1.00,,
,,,,,,,
FA,Kumar Rocker,MLB,SP,1,$1.00,,
FA,Kyle Hurt,MLB,SP,1,$1.00,,
FA,Luis Patiño,MLB,SP,1,$1.00,,
FA,Quinn Priester,MLB,SP,1,$1.00,,
FA,Sixto Sanchez,MLB,SP,1,$1.00,,
FA,Wilmer Flores,MLB,SP,1,$1.00,,
FA,Max Fried,MLB,SP,1,$1.00,,
FA,Yusei Kikuchi,MLB,SP,1,$1.00,,
FA,Amed Rosario,MLB,SS,1,$1.00,,
FA,Brice Turang,MLB,SS,1,$1.00,,
FA,Carlos Correa,MLB,SS,1,$1.00,,
FA,Dansby Swanson,MLB,SS,1,$1.00,,
FA,Francisco Lindor,MLB,SS,1,$1.00,,
FA,Ha-Seong Kim,MLB,SS,1,$1.00,,
FA,J.P. Crawford,MLB,SS,1,$1.00,,
FA,Javier Baez,MLB,SS,1,$1.00,,
FA,Jose Caballero,MLB,SS,1,$1.00,,
FA,Josh Smith,MLB,SS,1,$1.00,,
FA,Nick Gonzales,MLB,SS,1,$1.00,,
FA,Thairo Estrada,MLB,SS,1,$1.00,,
FA,Trea Turner,MLB,SS,1,$1.00,,
FA,Trevor Story,MLB,SS,1,$1.00,,
FA,Willy Adames,MLB,SS,1,$1.00,,
FA,Xander Bogaerts,MLB,SS,1,$1.00,,
FA,Dylan Moore,MLB,SS/OF/3B/2B,1,$1.00,,
Midtown Jaguars,Ryan McMahon,MLB,3B,1,80%,³,
Midtown Jaguars,Kyle Tucker,MLB,OF,1,60%,²,
Midtown Jaguars,Bo Bichette,MLB,SS,1,60%,²,
Midtown Jaguars,Joe Musgrove,MLB,SP,1,$9.70,,
Midtown Jaguars,Nolan Arenado,MLB,3B,1,$3.55,,
Midtown Jaguars,Jordan Montgomery,MLB,SP,1,$3.00,,
Midtown Jaguars,Braxton Garrett,MLB,SP,1,$2.05,,
Midtown Jaguars,Luis Robert Jr.,MLB,OF,2,$1.00,,
Midtown Jaguars,Jazz Chisholm Jr.,MLB,2B,1,40%,¹,
Midtown Jaguars,Keibert Ruiz,MLB,C,1,40%,¹,
Midtown Jaguars,Seiya Suzuki,MLB,OF,1,40%,¹,
Midtown Jaguars,Vinnie Pasquantino,MLB,1B,1,$1.00,@,
Midtown Jaguars,Hunter Brown,MLB,SP,1,$1.00,@,
Midtown Jaguars,Noah Schultz,AA,1B,U,$-,,3
Midtown Jaguars,Ryan Clifford,AA,1B,U,$-,,3
Midtown Jaguars,Tyler Soderstrom,AA,C,U,$-,,3
Midtown Jaguars,Bo Naylor,AA,C,U,$-,,2
Midtown Jaguars,Justin Crawford,AA,OF,U,$-,,3
Midtown Jaguars,Owen Caissie,AA,OF,U,$-,,3
Midtown Jaguars,Spencer Jones,AA,OF,U,$-,,3
Midtown Jaguars,Carson Whisenhunt,AA,SP,U,$-,,3
Midtown Jaguars,Daniel Espino,AA,SP,U,$-,,3
Midtown Jaguars,Forrest Whitley,AA,SP,U,$-,,3
Midtown Jaguars,Bryce Miller,AA,SP,U,$-,,1
Midtown Jaguars,Grayson Rodriguez,AA,SP,U,$-,,1
Midtown Jaguars,Carson Williams,AA,SS,U,$-,,3
Midtown Jaguars,Oswald Peraza,AA,SS,U,$-,,3
Midtown Jaguars,Maikel Garcia,AAA,3B,0,AAA opt,,
Midtown Jaguars,Scott Barlow,AAA,RP,0,AAA opt,,
Midtown Jaguars,Tyler Anderson,AAA,SP,0,AAA opt,,
Orlando Renegades,Yordan Alvarez,MLB,OF,1,80%,³,
Orlando Renegades,Gerrit Cole,MLB,SP,2,$2.20,,
Orlando Renegades,Ezequiel Tovar,MLB,SS,4,$1.05,,
Orlando Renegades,Cedric Mullins,MLB,OF,1,$1.05,,
Orlando Renegades,Jordan Westburg,MLB,2B,1,$1.00,,
Orlando Renegades,Nomar Mazara ©,Cut,OF,1,$2.00,,
Orlando Renegades,Bobby Miller,AAA,SP,2,$1.00,@,
Orlando Renegades,Ryan Pepiot,AAA,SP,2,$1.00,@,
Orlando Renegades,Andrew Vaughn,AAA,1B,1,$-,@,
Orlando Renegades,Sean Murphy,MLB,C,1,80%,³,
Orlando Renegades,Trevor Bauer,AA,SP,2,$3.31,,
Orlando Renegades,Brayden Taylor,AA,3B,U,$-,,3
Orlando Renegades,Dylan Crews,MLB,OF,3,$1.00,@,3
Orlando Renegades,Jace LaViolette,AA,OF,U,$-,,3
Orlando Renegades,Wyatt Langford,AA,OF,U,$-,@,3
Orlando Renegades,Andy Pages,AA,OF,U,$-,,2
Orlando Renegades,Bubba Chandler,AA,SP,U,$-,,3
Orlando Renegades,Robert Gasser,AA,SP,U,$-,,2
Orlando Renegades,Jac Caglianone,AA,SP/1B,U,$-,,3
Orlando Renegades,Junior Caminero,AA,3B,U,$-,@,3
Orlando Renegades,Yoeilin Cespedes,AA,SS,U,$-,,3
Orlando Renegades,Jack Suwinski,AAA,OF,0,AAA opt,,
Orlando Renegades,Ryan Pressly,AAA,RP,0,AAA opt,,
Orlando Renegades,Paul Blackburn,AAA,SP,0,AAA opt,,
